Tevin,Tevout,Psuc,Pdes,Vazao,DeltaP,Cap,Pot,Deltad,COP
4.14,-0.40,2.83,11.80,206.15,9.10,25.80,160.34,-0.03,6.72
4.11,-0.35,2.81,11.75,172.70,8.80,25.80,159.37,0.04,5.58
4.09,-0.26,2.88,11.79,174.48,9.10,25.80,159.88,-0.01,5.48
3.96,-0.47,3.03,11.80,205.95,8.80,25.80,158.92,-0.01,6.62
3.72,-0.89,2.94,11.81,219.29,8.80,25.80,159.51,-0.02,7.30
3.53,-1.18,2.80,11.77,217.97,8.90,25.80,158.10,0.04,7.48
3.52,-1.31,2.72,11.80,217.48,9.20,25.80,159.54,-0.02,7.59
3.55,-1.34,2.61,11.80,199.95,9.00,25.80,159.52,-0.01,7.07
3.66,-1.18,2.61,11.76,175.42,9.10,25.80,159.36,0.03,6.13
3.79,-0.94,2.60,11.79,172.29,9.40,25.80,159.14,-0.02,5.91
3.86,-0.77,2.66,11.74,171.76,9.10,25.80,159.08,0.07,5.77
3.90,-0.66,2.70,11.83,173.36,9.20,25.80,159.64,-0.05,5.71
3.97,-0.48,2.74,11.65,172.23,9.00,25.80,158.24,0.12,5.58
3.92,-0.57,2.87,11.81,214.35,9.00,25.80,159.70,-0.05,6.96
3.85,-0.70,2.79,11.74,218.39,8.80,25.80,158.72,0.06,7.22
3.91,-0.67,2.68,11.83,219.11,9.20,25.80,159.00,-0.05,7.27
4.02,-0.60,2.78,11.72,214.78,9.00,25.80,158.18,0.06,7.23
4.06,-0.53,2.70,11.87,186.28,9.00,25.80,160.92,-0.09,6.13
4.15,-0.28,2.66,11.69,171.79,9.20,25.80,158.62,0.10,5.53
4.23,-0.07,2.76,11.83,189.76,9.00,25.80,160.46,-0.04,5.86
4.25,-0.03,2.91,11.76,217.50,9.00,25.80,159.22,0.03,6.73
4.26,-0.06,2.85,11.69,219.06,8.80,25.80,158.88,0.02,6.87
4.26,-0.04,2.90,11.79,216.85,8.80,25.80,158.94,0.00,6.77
4.26,-0.10,2.86,11.74,216.93,9.10,25.80,159.56,0.01,6.83
4.26,-0.04,2.84,11.64,219.06,8.80,25.80,157.30,0.10,6.90
4.25,-0.09,2.92,11.70,217.26,8.90,25.80,158.00,-0.03,6.88
4.21,-0.13,2.90,11.65,217.65,8.80,25.80,156.20,0.03,6.97
4.18,-0.26,2.87,11.86,219.26,9.00,25.80,160.40,-0.10,6.99
4.18,-0.34,2.86,11.66,216.73,8.90,25.80,157.88,0.09,7.15
4.17,-0.40,2.79,11.76,219.05,8.90,25.80,159.42,-0.03,7.24
4.19,-0.29,2.72,11.63,181.60,9.10,25.80,157.50,0.02,5.95
4.27,-0.04,2.73,11.68,171.34,8.70,25.80,156.92,0.02,5.42
4.30,0.09,2.92,11.74,196.92,8.90,25.80,159.58,0.00,5.98
4.26,0,2.89,11.78,219.33,8.90,25.80,159.22,0.01,6.77
4.22,-0.01,2.93,11.86,217.97,9.00,25.80,161.50,-0.05,6.57
4.19,-0.05,2.88,11.60,216.76,8.80,25.80,156.80,0.08,6.77
4.19,-0.10,2.91,11.69,218.29,8.60,25.80,158.20,-0.02,6.82
4.17,-0.10,2.91,11.79,217.37,8.90,25.80,159.02,-0.05,6.73
4.12,-0.19,2.88,11.77,217.73,8.80,25.80,159.38,-0.01,6.79
4.07,-0.25,2.87,11.65,218.35,8.90,25.80,157.74,0.07,6.89
4.02,-0.39,2.88,11.77,217.85,8.90,25.80,159.46,-0.03,6.95
4.01,-0.50,2.84,11.69,217.79,8.70,25.80,157.20,0.06,7.20
3.95,-0.53,2.77,11.81,201.31,9.00,25.80,159.80,-0.08,6.52
4.01,-0.32,2.73,11.63,174.59,9.00,25.80,157.64,0.09,5.53
4.06,-0.10,2.82,11.79,177.62,8.80,25.80,159.52,-0.05,5.34
4.01,-0.18,2.87,11.68,217.64,9.00,25.80,158.60,0.02,6.64
3.96,-0.20,2.88,11.68,218.46,8.70,25.80,158.30,0.02,6.62
3.94,-0.20,2.83,11.66,217.86,9.00,25.80,157.53,0.00,6.60
3.90,-0.27,2.88,11.68,218.23,8.90,25.80,157.30,-0.01,6.67
3.83,-0.36,2.89,11.69,217.63,8.80,25.80,157.72,-0.01,6.67
3.77,-0.50,2.93,11.72,217.27,8.80,25.80,158.88,-0.01,6.72
3.69,-0.60,2.82,11.68,218.16,8.70,25.80,158.16,0.02,6.82
3.63,-0.65,2.77,11.69,217.84,9.00,25.80,158.76,0.00,6.77
3.59,-0.70,2.80,11.75,216.81,8.90,25.80,159.08,-0.06,6.75
3.60,-0.70,2.74,11.63,217.30,8.80,25.80,156.88,0.12,6.87
3.58,-0.76,2.84,11.74,217.43,8.80,25.80,157.92,0.02,6.88
3.52,-0.97,2.89,11.81,217.26,8.90,25.80,160.02,0.01,7.03
3.47,-1.12,2.71,11.87,217.66,9.10,25.80,160.22,-0.03,7.19
3.42,-1.17,2.67,11.70,196.08,9.10,25.80,158.18,0.17,6.55
3.51,-0.99,2.63,11.54,171.57,8.90,25.80,155.78,0.16,5.71
3.63,-0.69,2.61,11.55,178.27,8.90,25.80,157.78,-0.05,5.63
3.70,-0.55,2.69,11.53,217.45,8.80,25.80,155.92,0.08,6.84
3.78,-0.42,2.76,11.66,216.02,8.90,25.80,157.25,-0.04,6.65
3.83,-0.33,2.82,11.69,217.37,8.70,25.80,157.42,0.02,6.62
3.83,-0.30,2.90,11.77,218.40,9.00,25.80,158.94,0.01,6.54
3.80,-0.42,2.88,11.86,216.20,8.90,25.80,161.40,-0.06,6.51
3.77,-0.35,2.77,11.67,217.14,8.90,25.80,158.90,0.17,6.49
3.80,-0.20,2.81,11.86,217.60,9.10,25.80,160.62,0.00,6.26
3.86,-0.17,2.90,12.03,217.24,9.00,25.80,162.18,-0.03,6.22
3.83,-0.31,3.03,11.89,217.53,9.00,25.80,162.18,0.04,6.40
3.49,-0.91,3.18,11.59,217.61,8.50,25.80,156.38,0.33,7.05
2.92,-1.72,2.95,11.35,217.27,8.30,25.80,154.10,0.56,7.54
2.66,-2.16,2.66,11.30,216.36,8.40,25.80,153.18,0.56,7.86
2.68,-2.20,2.51,11.30,213.78,8.80,25.80,152.92,0.50,7.87
2.76,-2.20,2.51,11.30,191.64,8.80,25.80,153.41,0.43,7.14
2.86,-2.06,2.50,11.37,166.74,8.70,25.80,154.12,0.38,6.15
2.97,-1.91,2.50,11.40,165.05,8.90,25.80,154.63,0.36,6.00
3.03,-1.79,2.51,11.43,166.92,8.90,25.80,155.00,0.29,5.98
3.09,-1.67,2.58,11.50,167.40,8.80,25.80,155.69,0.23,5.89
3.15,-1.47,2.54,11.59,166.14,9.00,25.80,157.30,0.15,5.63
3.28,-1.16,2.52,11.69,167.34,9.10,25.80,158.46,0.09,5.41
3.37,-0.91,2.64,11.70,167.73,9.20,25.80,159.00,0.11,5.20
3.37,-0.90,2.80,11.70,208.05,9.00,25.80,159.04,0.17,6.44
3.37,-0.90,2.78,11.70,213.25,8.80,25.80,158.46,0.24,6.62
3.36,-1.00,2.77,11.67,213.25,8.80,25.80,158.34,0.22,6.77
3.27,-1.14,2.81,11.60,212.35,8.90,25.80,157.46,0.25,6.86
3.20,-1.35,2.77,11.60,214.11,8.70,25.80,157.20,0.21,7.15
3.19,-1.40,2.63,11.66,211.95,8.90,25.80,157.45,0.12,7.12
3.22,-1.31,2.62,11.70,195.92,9.10,25.80,157.92,0.09,6.48
3.29,-1.14,2.58,11.74,167.56,9.00,25.80,159.68,0.13,5.35
3.35,-0.93,2.64,11.80,171.07,9.20,25.80,159.18,0.12,5.30
3.39,-0.80,2.67,11.80,212.96,9.10,25.80,158.76,0.10,6.48
3.44,-0.75,2.79,11.75,213.37,9.00,25.80,158.60,0.11,6.49
3.44,-0.72,2.78,11.69,213.86,9.00,25.80,158.58,0.18,6.46
3.37,-0.85,2.88,11.60,210.99,8.80,25.80,157.22,0.13,6.53
3.23,-1.15,2.91,11.60,211.39,8.70,25.80,157.31,0.13,6.78
3.10,-1.41,2.75,11.60,213.09,8.70,25.80,156.96,0.13,7.06
2.99,-1.50,2.64,11.60,212.36,8.90,25.80,156.68,0.16,7.02
3.05,-1.45,2.59,11.60,213.06,9.00,25.80,156.46,0.17,7.06
3.17,-1.35,2.64,11.60,212.39,8.90,25.80,156.96,0.15,7.05
3.25,-1.25,2.59,11.60,185.28,8.90,25.80,157.00,0.09,6.12
3.32,-1.03,2.63,11.60,166.86,8.90,25.80,157.44,0.10,5.32
3.30,-0.97,2.78,11.60,175.95,8.90,25.80,156.56,0.08,5.54
3.24,-1.08,2.80,11.60,213.04,8.80,25.80,156.40,0.08,6.80
3.21,-1.10,2.68,11.52,213.04,8.80,25.80,156.60,0.06,6.76
3.20,-1.12,2.73,11.50,210.63,8.80,25.80,156.16,0.06,6.72
3.16,-1.24,2.79,11.50,213.31,8.70,25.80,155.86,0.09,6.95
3.13,-1.37,2.75,11.50,213.02,8.70,25.80,156.96,0.14,7.05
3.13,-1.50,2.66,11.53,210.48,8.70,25.80,155.42,0.19,7.23
3.14,-1.48,2.61,11.60,213.59,9.00,25.80,156.28,0.06,7.29
3.24,-1.27,2.53,11.60,172.21,9.10,25.80,157.82,0.04,5.67
3.37,-0.96,2.60,11.61,166.76,9.10,25.80,156.64,0.06,5.31
3.41,-0.78,2.69,11.75,190.58,9.00,25.80,158.86,-0.01,5.79
3.46,-0.70,2.73,11.70,213.54,9.10,25.80,158.18,0.17,6.46
3.51,-0.60,2.78,11.67,211.60,8.90,25.80,157.72,0.17,6.35
3.51,-0.62,2.87,11.56,214.41,8.80,25.80,157.24,0.15,6.50
3.41,-0.77,2.84,11.50,212.20,8.60,25.80,156.06,0.19,6.56
3.28,-0.91,2.84,11.50,213.55,8.70,25.80,156.40,0.21,6.59
3.12,-1.14,2.85,11.50,214.13,8.60,25.80,154.92,0.20,6.79
2.96,-1.45,2.84,11.40,211.07,8.50,25.80,154.50,0.25,6.95
2.81,-1.75,2.75,11.40,212.77,8.60,25.80,155.44,0.27,7.18
2.72,-1.89,2.56,11.40,212.82,8.80,25.80,154.60,0.33,7.32
2.85,-1.75,2.53,11.45,211.83,8.90,25.80,154.88,0.33,7.25
2.97,-1.67,2.55,11.50,203.59,8.90,25.80,155.78,0.27,7.00
3.08,-1.41,2.50,11.56,166.91,9.00,25.80,156.32,0.26,5.52
3.13,-1.26,2.66,11.60,166.56,9.00,25.80,156.84,0.27,5.37
3.13,-1.20,2.67,11.60,205.91,9.00,25.80,156.28,0.28,6.58
3.16,-1.12,2.61,11.60,212.71,9.00,25.80,157.00,0.29,6.68
3.24,-1.00,2.68,11.60,212.43,8.90,25.80,157.24,0.25,6.60
3.34,-0.89,2.71,11.60,212.36,8.80,25.80,157.94,0.23,6.56
3.39,-0.87,2.79,11.60,212.56,8.90,25.80,157.34,0.23,6.63
3.30,-1.06,2.82,11.59,212.08,8.90,25.80,156.86,0.28,6.80
3.20,-1.19,2.79,11.60,211.87,8.90,25.80,156.74,0.29,6.83
3.11,-1.40,2.79,11.60,213.73,8.70,25.80,157.51,0.21,7.05
3.10,-1.50,2.62,11.60,210.68,8.80,25.80,157.38,0.14,7.10
3.13,-1.41,2.59,11.69,209.41,9.00,25.80,157.62,0.10,6.96
3.23,-1.24,2.61,11.71,167.09,9.00,25.80,158.60,0.08,5.42
3.29,-0.97,2.63,11.77,166.63,9.20,25.80,158.72,0.05,5.15
3.31,-0.83,2.71,11.70,202.37,9.10,25.80,158.46,0.07,6.10
3.34,-0.78,2.75,11.70,212.02,9.00,25.80,159.24,0.05,6.32
3.31,-0.79,2.82,11.70,213.82,9.00,25.80,158.24,0.10,6.38
3.22,-0.94,2.85,11.62,212.29,8.80,25.80,157.98,0.15,6.45
3.10,-1.11,2.87,11.60,213.08,8.80,25.80,158.02,0.14,6.55
2.95,-1.40,2.87,11.60,211.65,8.80,25.80,156.96,0.14,6.77
2.78,-1.72,2.76,11.60,212.36,8.70,25.80,157.14,0.12,7.01
2.62,-1.94,2.67,11.60,212.30,8.90,25.80,156.22,0.11,7.14
2.59,-2.02,2.60,11.60,211.75,9.00,25.80,156.76,0.11,7.19
2.70,-1.96,2.46,11.60,201.13,9.10,25.80,156.80,0.08,6.90
2.93,-1.58,2.48,11.65,165.75,9.20,25.80,157.32,0.01,5.47
3.08,-1.29,2.62,11.60,167.45,9.20,25.80,157.56,0.03,5.35
3.02,-1.35,2.81,11.46,196.01,8.80,25.80,155.82,0.17,6.33
2.82,-1.68,2.77,11.40,210.44,8.50,25.80,154.50,0.24,7.07
2.78,-1.80,2.63,11.41,212.97,8.80,25.80,154.76,0.22,7.27
2.81,-1.79,2.58,11.50,211.52,9.00,25.80,154.86,0.22,7.25
2.86,-1.62,2.53,11.50,167.95,8.90,25.80,155.16,0.22,5.59
2.90,-1.44,2.61,11.50,168.20,8.90,25.80,156.12,0.22,5.39
2.89,-1.40,2.67,11.50,192.14,9.00,25.80,155.70,0.20,6.10
2.85,-1.40,2.69,11.50,210.59,8.80,25.80,156.04,0.23,6.62
2.82,-1.50,2.73,11.50,212.91,8.90,25.80,155.80,0.23,6.81
2.77,-1.63,2.72,11.50,212.04,8.90,25.80,155.62,0.21,6.92
2.72,-1.71,2.65,11.50,211.31,8.80,25.80,156.74,0.20,6.90
2.67,-1.80,2.62,11.50,212.35,8.90,25.80,156.34,0.18,7.00
2.68,-1.81,2.60,11.52,212.24,8.90,25.80,156.48,0.20,7.02
2.73,-1.85,2.59,11.60,210.04,8.90,25.80,156.96,0.20,7.06
2.74,-1.85,2.57,11.60,183.25,9.00,25.80,157.36,0.21,6.16
2.75,-1.78,2.62,11.68,164.50,9.00,25.80,158.30,0.15,5.43
2.75,-1.71,2.60,11.70,183.21,9.00,25.80,158.34,0.14,5.95
2.74,-1.70,2.63,11.70,212.65,9.20,25.80,158.60,0.06,6.86
2.75,-1.70,2.61,11.70,210.39,9.20,25.80,158.12,0.02,6.83
2.82,-1.65,2.55,11.70,212.56,9.20,25.80,159.20,0.02,6.88
2.95,-1.44,2.58,11.67,212.18,9.20,25.80,158.56,0.07,6.78
3.05,-1.36,2.64,11.73,212.70,9.00,25.80,158.68,0.00,6.82
3.11,-1.33,2.69,11.63,211.79,9.10,25.80,157.60,0.14,6.88
3.03,-1.58,2.79,11.50,212.82,8.70,25.80,155.65,0.28,7.27
2.97,-1.81,2.75,11.50,211.42,8.70,25.80,156.24,0.28,7.45
2.88,-2.02,2.65,11.50,212.36,8.80,25.80,156.35,0.26,7.67
2.82,-2.16,2.61,11.50,173.27,8.80,25.80,156.66,0.28,6.36
2.78,-2.27,2.60,11.52,166.00,8.90,25.80,155.90,0.29,6.19
2.74,-2.37,2.61,11.60,167.84,8.90,25.80,156.67,0.29,6.31
2.74,-2.36,2.45,11.60,166.31,9.00,25.80,157.04,0.26,6.24
2.84,-2.18,2.41,11.61,165.77,9.20,25.80,157.52,0.20,6.09
2.98,-1.98,2.47,11.70,166.39,9.10,25.80,158.04,0.17,6.02
3.13,-1.73,2.50,11.70,165.37,9.30,25.80,158.24,0.13,5.86
3.28,-1.49,2.54,11.70,166.02,9.10,25.80,158.52,0.08,5.76
3.39,-1.29,2.60,11.70,166.96,9.10,25.80,158.82,0.03,5.67
3.44,-1.15,2.68,11.70,165.82,9.10,25.80,158.50,0.01,5.54
3.44,-1.10,2.74,11.70,166.59,9.00,25.80,159.16,0.02,5.48
3.34,-1.22,2.81,11.70,185.16,8.80,25.80,158.50,0.03,6.13
3.24,-1.32,2.72,11.70,210.80,9.00,25.80,157.96,0.04,7.02
3.21,-1.52,2.75,11.61,214.00,8.90,25.80,158.08,0.10,7.38
3.22,-1.53,2.58,11.60,195.16,9.00,25.80,157.53,0.14,6.79
3.30,-1.26,2.50,11.59,165.72,9.10,25.80,156.55,0.19,5.56
3.41,-0.98,2.60,11.66,169.19,8.80,25.80,157.98,0.13,5.42
3.52,-0.77,2.66,11.75,212.48,9.10,25.80,159.16,0.00,6.60
3.65,-0.59,2.71,11.62,212.42,9.00,25.80,157.80,0.14,6.57
3.66,-0.57,2.85,11.86,212.39,8.90,25.80,161.56,-0.06,6.41
3.58,-0.71,2.90,11.77,213.20,9.00,25.80,159.72,0.06,6.60
3.46,-0.85,2.85,11.78,212.43,8.70,25.80,159.26,0.04,6.63
3.36,-1.03,2.86,11.84,214.53,9.00,25.80,159.92,0.01,6.79
3.25,-1.24,2.84,11.69,211.16,9.00,25.80,158.38,0.17,6.90
3.10,-1.61,2.80,11.55,212.61,8.70,25.80,156.26,0.33,7.38
3.04,-1.77,2.62,11.50,212.06,8.80,25.80,156.16,0.39,7.54
3.07,-1.77,2.57,11.50,198.78,8.90,25.80,155.64,0.29,7.12
3.12,-1.66,2.57,11.50,166.49,9.00,25.80,156.38,0.21,5.86
3.17,-1.44,2.52,11.57,167.03,9.00,25.80,157.16,0.14,5.65
3.28,-1.20,2.56,11.60,167.42,9.10,25.80,156.44,0.07,5.53
3.35,-1.00,2.71,11.60,193.05,9.10,25.80,157.76,0.07,6.13
3.34,-1.07,2.79,11.60,213.06,8.80,25.80,157.36,0.09,6.89
3.26,-1.26,2.80,11.60,212.63,8.80,25.80,157.48,0.00,7.04
3.22,-1.37,2.73,11.60,212.89,8.80,25.80,157.56,0.05,7.16
3.22,-1.47,2.65,11.60,214.86,9.00,25.80,157.42,0.08,7.38
3.29,-1.31,2.57,11.60,174.54,9.00,25.80,157.92,0.08,5.86
3.36,-1.11,2.65,11.64,168.64,8.90,25.80,158.00,0.08,5.50
3.36,-1.00,2.66,11.71,191.50,9.30,25.80,157.96,0.00,6.10
3.35,-1.00,2.73,11.72,211.61,9.10,25.80,158.82,0.06,6.69
3.32,-1.09,2.74,11.80,212.48,9.00,25.80,159.22,0.00,6.79
3.31,-1.12,2.74,11.80,212.12,9.10,25.80,159.18,0.02,6.81
3.32,-1.18,2.70,11.79,213.59,9.10,25.80,158.53,0.03,6.98
3.36,-1.10,2.67,11.80,211.91,9.20,25.80,159.59,-0.01,6.83
3.35,-1.15,2.77,11.80,212.99,9.00,25.80,160.80,0.06,6.88
3.33,-1.27,2.77,11.80,211.96,9.20,25.80,160.10,0.10,7.02
3.34,-1.33,2.68,11.73,212.90,9.00,25.80,158.80,0.14,7.21
3.31,-1.37,2.62,11.70,212.34,9.00,25.80,158.70,0.15,7.22
3.43,-1.16,2.55,11.84,185.63,9.00,25.80,159.71,0.07,6.15
3.57,-0.89,2.66,12.00,166.91,9.50,25.80,161.40,0.00,5.31
3.60,-0.84,2.78,12.00,180.56,9.10,25.80,161.30,0.01,5.74
3.56,-0.85,2.71,11.94,213.66,9.30,25.80,160.96,0.03,6.75
3.53,-0.90,2.77,11.88,214.40,9.20,25.80,160.40,0.07,6.83
3.53,-0.90,2.76,11.80,213.62,9.10,25.80,159.48,0.13,6.84
3.56,-0.90,2.78,11.77,214.01,9.10,25.80,158.80,0.21,6.93
3.54,-1.11,2.88,11.68,213.46,8.90,25.80,158.74,0.24,7.21
3.34,-1.53,2.86,11.60,212.11,8.60,25.80,157.64,0.22,7.57
3.22,-1.74,2.65,11.60,199.90,8.90,25.80,158.58,0.17,7.20
3.25,-1.64,2.51,11.63,168.31,9.00,25.80,158.10,0.15,6.00
3.40,-1.33,2.51,11.80,168.81,9.20,25.80,159.70,-0.01,5.76
3.53,-1.10,2.65,11.77,168.73,9.30,25.80,158.84,0.10,5.66
3.55,-1.01,2.64,11.84,198.09,9.20,25.80,161.02,-0.01,6.47
3.63,-0.87,2.62,11.74,213.81,9.20,25.80,159.76,0.08,6.94
3.78,-0.69,2.71,11.80,214.52,9.20,25.80,159.78,0.00,6.92
3.90,-0.51,2.79,11.79,213.74,9.00,25.80,159.20,0.03,6.83
3.90,-0.63,2.95,11.78,212.99,9.00,25.80,158.84,0.03,6.99
3.71,-1.08,2.95,11.63,214.09,8.80,25.80,157.48,0.11,7.51
3.49,-1.52,2.79,11.60,212.37,8.60,25.80,157.63,0.17,7.79
3.44,-1.65,2.67,11.62,195.70,8.90,25.80,157.04,0.18,7.31
3.42,-1.67,2.68,11.70,166.58,9.10,25.80,157.22,0.22,6.22
3.38,-1.72,2.61,11.70,168.35,9.00,25.80,157.42,0.17,6.30
3.44,-1.61,2.51,11.73,168.62,9.10,25.80,158.68,0.13,6.19
3.61,-1.37,2.53,11.70,166.63,9.20,25.80,158.44,0.15,6.03
3.71,-1.21,2.67,11.63,168.26,9.10,25.80,156.22,0.19,6.11
3.67,-1.31,2.79,11.48,168.76,8.90,25.80,155.96,0.38,6.22
3.49,-1.56,2.81,11.40,167.11,8.60,25.80,155.66,0.41,6.26
3.35,-1.70,2.65,11.42,168.29,8.80,25.80,155.16,0.36,6.31
3.33,-1.74,2.63,11.50,168.77,8.90,25.80,154.64,0.35,6.38
3.34,-1.67,2.59,11.50,166.52,8.90,25.80,155.92,0.40,6.18
3.39,-1.60,2.58,11.50,168.04,8.90,25.80,154.58,0.36,6.25
3.43,-1.52,2.62,11.50,168.06,8.90,25.80,155.48,0.33,6.17
3.47,-1.41,2.61,11.50,166.80,8.80,25.80,156.28,0.38,6.01
3.50,-1.30,2.66,11.50,167.62,8.90,25.80,155.90,0.35,5.95
3.50,-1.30,2.68,11.50,168.47,8.70,25.80,156.72,0.25,5.94
3.46,-1.31,2.71,11.50,166.77,8.70,25.80,156.42,0.21,5.86
3.34,-1.44,2.75,11.52,171.80,8.70,25.80,155.76,0.21,6.07
3.26,-1.64,2.70,11.54,214.43,8.70,25.80,156.84,0.23,7.72
3.25,-1.85,2.72,11.60,212.67,9.00,25.80,156.52,0.26,7.99
3.23,-2.00,2.58,11.60,188.09,8.90,25.80,156.54,0.22,7.24
3.33,-1.84,2.41,11.69,167.91,9.10,25.80,157.56,0.09,6.35
3.69,-1.20,2.33,11.83,167.69,9.40,25.80,159.38,0.01,5.92
4.07,-0.68,2.56,11.85,167.60,9.40,25.80,160.67,0.05,5.71
4.30,-0.44,2.79,11.87,202.30,9.20,25.80,160.54,-0.01,6.89
4.36,-0.54,2.85,11.71,214.05,8.90,25.80,159.00,0.10,7.60
4.30,-0.72,2.82,11.81,217.21,8.90,25.80,160.52,-0.03,7.84
4.26,-0.80,2.78,11.77,180.96,8.80,25.80,157.74,0.01,6.69
4.28,-0.80,2.73,11.71,172.15,9.00,25.80,158.66,0.06,6.36
4.30,-0.80,2.74,11.77,173.12,9.00,25.80,159.04,0.00,6.40
4.33,-0.80,2.76,11.73,172.94,9.10,25.80,158.22,0.06,6.46
4.34,-0.80,2.79,11.78,171.11,8.90,25.80,159.28,0.01,6.37
4.35,-0.80,2.69,11.72,172.89,9.10,25.80,158.37,0.03,6.49
4.36,-0.78,2.76,11.74,173.22,9.00,25.80,160.70,-0.02,6.39
4.38,-0.70,2.76,11.71,171.33,8.80,25.80,158.46,0.01,6.33
4.39,-0.70,2.78,11.75,172.90,8.90,25.80,158.38,0.00,6.40
4.43,-0.70,2.74,11.66,172.77,8.80,25.80,157.84,0.07,6.47
4.43,-0.70,2.82,11.74,171.99,8.90,25.80,159.86,0.00,6.37
4.43,-0.79,2.80,11.67,172.34,9.00,25.80,158.00,0.03,6.56
4.42,-0.89,2.73,11.72,173.23,8.80,25.80,158.42,-0.02,6.69
4.42,-0.83,2.74,11.66,172.65,9.00,25.80,158.12,0.04,6.61
4.46,-0.86,2.69,11.65,172.78,8.90,25.80,157.26,-0.02,6.74
4.57,-0.74,2.70,11.62,172.28,8.90,25.80,157.06,0.03,6.71
4.71,-0.61,2.74,11.58,172.13,9.00,25.80,157.10,0.07,6.72
4.74,-0.70,2.92,11.67,172.60,8.70,25.80,157.60,-0.02,6.88
4.66,-0.95,2.82,11.60,172.26,8.70,25.80,156.20,0.03,7.13
4.61,-1.10,2.70,11.65,171.62,8.70,32.64,179.86,0.05,6.28
4.58,-1.10,2.69,11.70,171.26,9.10,35.80,192.37,-0.01,5.83
4.56,-1.10,2.64,11.70,172.49,8.90,35.80,191.52,0.04,5.87
4.55,-1.17,2.71,11.66,170.61,8.90,35.80,190.98,0.07,5.89
4.51,-1.21,2.69,11.80,171.42,9.10,35.80,193.76,-0.02,5.83
4.49,-1.31,2.69,11.80,172.41,9.00,35.80,193.59,0.04,5.96
4.46,-1.30,2.60,11.80,170.98,9.10,35.80,192.86,0.04,5.89
4.53,-1.23,2.59,11.77,171.74,9.20,35.80,192.43,0.07,5.92
4.61,-1.13,2.59,11.89,171.32,9.20,35.80,194.06,-0.02,5.84
4.74,-0.92,2.57,11.81,170.65,9.30,35.80,194.14,0.08,5.73
4.84,-0.75,2.66,11.78,171.97,9.10,35.80,193.40,0.13,5.74
4.82,-0.86,2.83,12.00,172.29,9.00,35.80,195.84,-0.02,5.76
4.69,-1.00,2.71,11.91,171.06,9.20,35.80,195.32,0.07,5.75
4.68,-0.94,2.67,11.82,170.61,9.30,35.80,192.78,0.12,5.74
4.81,-0.98,2.69,11.90,211.12,9.10,35.80,195.76,-0.01,7.20
4.86,-1.08,2.68,11.90,205.78,9.20,35.80,195.54,0.05,7.20
4.87,-1.10,2.67,11.94,171.16,9.20,35.80,195.88,0.04,6.02
4.92,-1.09,2.65,12.00,171.60,9.30,35.80,196.42,0.00,6.05
5.01,-1.00,2.63,12.00,170.22,9.40,35.80,196.39,0.02,6.00
5.04,-1.02,2.66,11.97,176.39,9.30,35.80,195.00,0.06,6.33
5.16,-0.93,2.64,11.90,172.14,9.40,35.80,194.48,0.10,6.21
5.28,-0.90,2.70,12.00,170.96,9.10,35.80,197.32,-0.01,6.18
5.29,-1.09,2.86,12.00,171.80,9.20,35.80,196.46,0.07,6.44
5.29,-1.29,2.66,12.00,172.24,9.20,38.57,206.44,0.06,6.33
5.25,-1.30,2.56,12.00,170.75,9.60,50.90,248.34,0.04,5.19
5.22,-1.39,2.60,11.94,171.77,9.40,50.90,247.42,0.04,5.29
5.16,-1.50,2.60,11.86,172.74,9.40,50.90,245.73,0.07,5.40
5.10,-1.60,2.54,11.84,170.78,9.20,50.90,243.74,0.12,5.42
5.13,-1.54,2.49,11.94,171.96,9.60,50.90,248.92,0.00,5.31
5.18,-1.53,2.49,11.99,172.37,9.30,50.90,247.16,0.03,5.39
5.24,-1.42,2.47,12.05,170.93,9.60,50.90,249.36,0.00,5.27
5.31,-1.30,2.53,12.06,171.71,9.70,50.90,249.48,0.04,5.25
5.37,-1.28,2.52,12.28,173.14,9.70,50.90,253.58,-0.13,5.23
5.44,-1.12,2.50,12.21,171.60,9.90,50.90,252.62,0.04,5.14
5.49,-1.08,2.57,12.06,171.70,9.50,50.90,250.76,0.11,5.19
5.48,-1.13,2.65,12.12,173.54,9.40,50.90,250.82,-0.03,5.27
5.44,-1.14,2.53,12.13,172.39,9.50,50.90,250.94,0.01,5.21
5.41,-1.24,2.66,12.17,172.95,9.60,50.90,250.40,0.01,5.29
5.33,-1.33,2.60,12.34,174.33,9.50,50.90,253.18,-0.11,5.29
5.32,-1.30,2.55,12.24,172.99,9.70,50.90,251.90,0.02,5.24
5.32,-1.32,2.52,12.31,172.98,9.60,50.90,253.14,0.03,5.23
5.36,-1.30,2.53,12.20,174.20,9.60,50.90,254.14,0.08,5.26
5.41,-1.23,2.52,12.30,172.51,9.70,50.90,256.66,0.00,5.15
5.44,-1.11,2.51,12.26,172.90,9.70,50.90,252.60,0.03,5.17
5.47,-1.14,2.66,12.29,174.18,9.60,50.90,253.98,-0.01,5.23
5.52,-1.10,2.57,12.24,172.18,9.80,50.90,255.76,0.06,5.14
5.48,-1.11,2.64,12.35,172.96,9.80,50.90,254.16,0.01,5.17
5.45,-1.12,2.54,12.14,174.42,9.60,50.90,251.41,0.18,5.25
5.44,-1.10,2.59,12.01,172.77,9.40,50.90,248.82,0.19,5.24
5.43,-1.15,2.64,12.20,173.79,9.40,50.90,253.08,-0.09,5.21
